#Organism Name,Organism Groups,Strain,BioSample,BioProject,Assembly,Level,Size(Mb),GC%,Replicons,WGS,Scaffolds,CDS,Release Date,GenBank FTP,RefSeq FTP
"Oscillibacter ruminantium GH1","Bacteria;Terrabacteria group;Firmicutes","GH1","SAMD00036625","PRJDB197","GCA_000307265.1","Scaffold",3.10824,54.9,,"BAGW01",29,2843,"2012-08-29T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/307/265/GCA_000307265.1_ASM30726v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/307/265/GCF_000307265.1_ASM30726v1"
"Sphingopyxis granuli","Bacteria;Proteobacteria;Alphaproteobacteria","TFA","SAMN03653364","PRJNA283604","GCA_001559015.1","Complete",4.67985,66.2,"chromosome:NZ_CP012199.1/CP012199.1",,1,4202,"2016-02-11T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/559/015/GCA_001559015.1_ASM155901v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/559/015/GCF_001559015.1_ASM155901v1"
"Streptobacillus hongkongensis","Bacteria;Fusobacteria;Fusobacteriia","DSM 26322","SAMN04306666","PRJNA304683","GCA_001559795.1","Scaffold",1.46048,26.3,,"LOHY01",164,1351,"2016-02-11T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/559/795/GCA_001559795.1_ASM155979v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/559/795/GCF_001559795.1_ASM155979v1"
"Streptobacillus felis","Bacteria;Fusobacteria;Fusobacteriia","131000547","SAMN04306665","PRJNA304683","GCA_001559775.1","Scaffold",1.59809,26.4,,"LOHX01",349,1377,"2016-02-11T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/559/775/GCA_001559775.1_ASM155977v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/559/775/GCF_001559775.1_ASM155977v1"
"Peptoniphilus senegalensis JC140","Bacteria;Terrabacteria group;Firmicutes","type strain: JC140","SAMEA2272315","PRJEA70541","GCA_000321025.1","Scaffold",1.85134,32.5,,"CAEL01",29,1635,"2012-11-19T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/321/025/GCA_000321025.1_ASM32102v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/321/025/GCF_000321025.1_ASM32102v1"
"Anaerococcus vaginalis","Bacteria;Terrabacteria group;Firmicutes","PH9","SAMEA2272686","PRJEA82013","GCA_000307225.1","Scaffold",2.04943,30.1,,"CAGU01",19,1594,"2012-05-30T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/307/225/GCA_000307225.1_ASM30722v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/307/225/GCF_000307225.1_ASM30722v1"
"Anaerococcus obesiensis ph10","Bacteria;Terrabacteria group;Firmicutes","ph10","SAMEA2272036","PRJEA82075","GCA_000311745.1","Scaffold",2.03717,29.4,,"CAGV01",5,1783,"2012-05-30T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/311/745/GCA_000311745.1_ASM31174v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/311/745/GCF_000311745.1_ASM31174v1"
"Brevibacillus massiliensis","Bacteria;Terrabacteria group;Firmicutes","phR","SAMEA2272187","PRJEA82077","GCA_000311785.1","Scaffold",5.06036,53,,"CAGW01",37,4739,"2012-05-30T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/311/785/GCA_000311785.1_ASM31178v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/311/785/GCF_000311785.1_ASM31178v1"
"Peptoniphilus grossensis ph5","Bacteria;Terrabacteria group;Firmicutes","ph5","SAMEA2271924","PRJEA82079","GCA_000311825.1","Scaffold",2.10187,34.4,,"CAGX01",8,1899,"2012-05-30T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/311/825/GCA_000311825.1_ASM31182v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/311/825/GCF_000311825.1_ASM31182v1"
"Enorma massiliensis phI","Bacteria;Terrabacteria group;Actinobacteria","phI","SAMEA2272149","PRJEA82083","GCA_000311845.1","Scaffold",2.2805,61.9,,"CAGZ01",3,1797,"2012-05-30T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/311/845/GCA_000311845.1_ASM31184v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/311/845/GCF_000311845.1_ASM31184v1"
"Alistipes obesi","Bacteria;FCB group;Bacteroidetes/Chlorobi group","ph8","SAMEA2272762","PRJEA82085","GCA_000311925.1","Scaffold",3.16368,58.4,,"CAHA01",4,2543,"2012-05-30T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/311/925/GCA_000311925.1_ASM31192v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/311/925/GCF_000311925.1_ASM31192v1"
"Peptoniphilus obesi ph1","Bacteria;Terrabacteria group;Firmicutes","ph1","SAMEA2272531","PRJEA82275","GCA_000311865.1","Scaffold",1.774,30.4,,"CAHB01",5,1615,"2012-05-30T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/311/865/GCA_000311865.1_ASM31186v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/311/865/GCF_000311865.1_ASM31186v1"
"Kallipyga massiliensis ph2","Bacteria;Terrabacteria group;Firmicutes","ph2","SAMEA2272041","PRJEA82277","GCA_000311985.1","Scaffold",1.77067,51.3,,"CAHC01",3,1544,"2012-05-30T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/311/985/GCA_000311985.1_ASM31198v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/311/985/GCF_000311985.1_ASM31198v1"
"Cellulomonas massiliensis JC225","Bacteria;Terrabacteria group;Actinobacteria","JC225","SAMEA2272357","PRJEA82281","GCA_000312005.1","Scaffold",3.41051,73.5,,"CAHD01",7,2929,"2012-05-30T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/312/005/GCA_000312005.1_ASM31200v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/312/005/GCF_000312005.1_ASM31200v1"
"Peptoniphilus timonensis JC401","Bacteria;Terrabacteria group;Firmicutes","JC401","SAMEA2272625","PRJEA82283","GCA_000312025.1","Scaffold",1.7586,30.9,,"CAHE01",7,1383,"2012-05-30T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/312/025/GCA_000312025.1_ASM31202v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/312/025/GCF_000312025.1_ASM31202v1"
"Noviherbaspirillum massiliense JC206","Bacteria;Proteobacteria;Betaproteobacteria","JC206","SAMEA2271952","PRJEA82325","GCA_000312045.1","Scaffold",4.18827,59.9,,"CAHF01",3,3805,"2012-06-01T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/312/045/GCA_000312045.1_ASM31204v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/312/045/GCF_000312045.1_ASM31204v1"
"Aeromicrobium massiliense JC14","Bacteria;Terrabacteria group;Actinobacteria","JC14","SAMEA2272444","PRJEA82327","GCA_000312105.1","Scaffold",3.32212,72.6,,"CAHG01",5,3211,"2012-06-01T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/312/105/GCA_000312105.1_ASM31210v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/312/105/GCF_000312105.1_ASM31210v1"
"Timonella senegalensis JC301","Bacteria;Terrabacteria group;Actinobacteria","JC301","SAMEA2271956","PRJEA82329","GCA_000312125.1","Scaffold",3.00994,61.3,,"CAHH01",6,2527,"2012-06-01T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/312/125/GCA_000312125.1_ASM31212v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/312/125/GCF_000312125.1_ASM31212v1"
"Alistipes senegalensis JC50","Bacteria;FCB group;Bacteroidetes/Chlorobi group","JC50","SAMEA2272561","PRJEA82331","GCA_000312145.1","Scaffold",4.01761,58.3,,"CAHI01",6,3089,"2012-06-01T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/312/145/GCA_000312145.1_ASM31214v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/312/145/GCF_000312145.1_ASM31214v1"
"Bacillus massiliosenegalensis JC6","Bacteria;Terrabacteria group;Firmicutes","JC6","SAMEA2272328","PRJEA68337","GCA_000311725.1","Scaffold",4.96791,37.7,,"CAHJ01",24,4730,"2012-06-01T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/311/725/GCA_000311725.1_ASM31172v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/311/725/GCF_000311725.1_ASM31172v1"
"Brevibacterium senegalense","Bacteria;Terrabacteria group;Actinobacteria","JC43","SAMEA2272372","PRJEA82613","GCA_000285835.2","Scaffold",3.42733,69.8,,"CAHK01",17,2950,"2012-05-04T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/285/835/GCA_000285835.2_ASM28583v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/285/835/GCF_000285835.1_ASM28583v2"
"methanogenic archaeon ISO4-H5","Archaea;Euryarchaeota;Diaforarchaea group","ISO4-H5","SAMN03976563","PRJNA292473","GCA_001560915.1","Complete",1.93788,54,"chromosome:NZ_CP014214.1/CP014214.1",,1,1795,"2016-02-12T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/560/915/GCA_001560915.1_ASM156091v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/560/915/GCF_001560915.1_ASM156091v1"
"Corynebacterium timonense 5401744","Bacteria;Terrabacteria group;Actinobacteria","5401744","SAMEA2271986","PRJEB67","GCA_000312345.1","Scaffold",2.59042,66.6,,"CAJP01",18,2270,"2012-07-25T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/312/345/GCA_000312345.1_ASM31234v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/312/345/GCF_000312345.1_ASM31234v1"
"Lactobacillus ingluviei str. Autruche 4","Bacteria;Terrabacteria group;Firmicutes","Autruche 4","SAMEA2272482","PRJEB104","GCA_000312405.1","Scaffold",2.01383,50.9,,"CAKF01",8,1835,"2012-06-27T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/312/405/GCA_000312405.1_ASM31240v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/312/405/GCF_000312405.1_ASM31240v1"
"Reyranella massiliensis 521","Bacteria;Proteobacteria;Alphaproteobacteria","521","SAMEA2272098","PRJEB111","GCA_000312425.1","Scaffold",5.79226,64.8,,"CAKO01",1,5575,"2012-07-18T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/312/425/GCA_000312425.1_ASM31242v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/312/425/GCF_000312425.1_ASM31242v1"
"Phocaeicola abscessus CCUG 55929","Bacteria;FCB group;Bacteroidetes/Chlorobi group","CCUG 55929","SAMEA2272382","PRJEB57","GCA_000312445.1","Scaffold",2.53688,47.3,,"CAKQ01",14,1991,"2012-07-23T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/312/445/GCA_000312445.1_ASM31244v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/312/445/GCF_000312445.1_ASM31244v1"
"Bartonella florencae","Bacteria;Proteobacteria;Alphaproteobacteria","R4","SAMEA2272606","PRJEB228","GCA_000312525.1","Scaffold",2.05351,38.7,,"CALU01",89,1627,"2012-08-17T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/312/525/GCA_000312525.1_ASM31252v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/312/525/GCF_000312525.1_ASM31252v1"
"Bartonella senegalensis OS02","Bacteria;Proteobacteria;Alphaproteobacteria","OS02","SAMEA2272101","PRJEB226","GCA_000312545.1","Scaffold",2.00232,38.8,,"CALV01",41,1480,"2012-08-17T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/312/545/GCA_000312545.1_ASM31254v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/312/545/GCF_000312545.1_ASM31254v1"
"Tepidibacillus decaturensis","Bacteria;Terrabacteria group;Firmicutes","Z9","SAMN04479994","PRJNA224771","GCA_001561915.1","Scaffold",2.96395,37,,"LSKU01",3,2601,"2016-02-16T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/561/915/GCA_001561915.1_ASM156191v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/561/915/GCF_001561915.1_ASM156191v1"
"Anaerotignum propionicum DSM 1682","Bacteria;Terrabacteria group;Firmicutes","X2","SAMN04437875","PRJNA63245","GCA_001561955.1","Complete",3.12042,38.9,"chromosome:NZ_CP014223.1/CP014223.1",,1,2850,"2016-02-16T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/561/955/GCA_001561955.1_ASM156195v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/561/955/GCF_001561955.1_ASM156195v1"
"Alteromonas stellipolaris","Bacteria;Proteobacteria;Gammaproteobacteria","LMG 21861","SAMN04372255","PRJNA307085","GCA_001562115.1","Complete",4.90419,43.4869,"chromosome:NZ_CP013926.1/CP013926.1; plasmid pASTE61-200:NZ_CP013927.1/CP013927.1",,2,4100,"2016-02-17T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/562/115/GCA_001562115.1_ASM156211v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/562/115/GCF_001562115.1_ASM156211v1"
"Pseudodesulfovibrio indicus","Bacteria;Proteobacteria;delta/epsilon subdivisions","J2","SAMN04440740","PRJNA309781","GCA_001563225.1","Complete",3.96657,63.5,"chromosome:NZ_CP014206.1/CP014206.1",,1,3471,"2016-02-18T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/563/225/GCA_001563225.1_ASM156322v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/563/225/GCF_001563225.1_ASM156322v1"
"Methanobrevibacter olleyae","Archaea;Euryarchaeota;Methanomada group","YLM1","SAMN04335716","PRJNA49591","GCA_001563245.1","Complete",2.20119,26.9,"chromosome:NZ_CP014265.1/CP014265.1",,1,1778,"2016-02-18T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/563/245/GCA_001563245.1_ASM156324v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/563/245/GCF_001563245.1_ASM156324v1"
"Archaeoglobus sulfaticallidus PM70-1","Archaea;Euryarchaeota;Archaeoglobi","PM70-1","SAMN02028569","PRJNA196460","GCA_000385565.1","Complete",2.07693,43.2,"chromosome:NC_021169.1/CP005290.1",,1,2180,"2013-04-30T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/385/565/GCA_000385565.1_ASM38556v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/385/565/GCF_000385565.1_ASM38556v1"
"Faecalibaculum rodentium","Bacteria;Terrabacteria group;Firmicutes","Alo17","SAMN03568900","PRJNA282363","GCA_001564455.1","Complete",2.54249,54,"chromosome:NZ_CP011391.1/CP011391.1",,1,2352,"2016-02-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/564/455/GCA_001564455.1_ASM156445v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/564/455/GCF_001564455.1_ASM156445v1"
"Methylomonas denitrificans","Bacteria;Proteobacteria;Gammaproteobacteria","FJG1","SAMN02997349","PRJNA258394","GCA_000785705.2","Complete",5.1721,51.7,"chromosome:NZ_CP014476.1/CP014476.1",,1,4559,"2016-02-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/785/705/GCA_000785705.2_ASM78570v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/785/705/GCF_000785705.2_ASM78570v2"
"Clostridium beijerinckii","Bacteria;Terrabacteria group;Firmicutes","NCIMB 14988","SAMN03024437","PRJNA260606","GCA_000833105.2","Complete",6.48539,30,"chromosome:NZ_CP010086.2/CP010086.2",,1,5425,"2015-02-05T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/833/105/GCA_000833105.2_ASM83310v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/833/105/GCF_000833105.2_ASM83310v2"
"Mycolicibacterium brisbanense","Bacteria;Terrabacteria group;Actinobacteria","JCM15654","SAMD00041172","PRJDB4227","GCA_001570425.1","Scaffold",7.38749,66.6,,"BCSX01",70,6924,"2016-02-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/570/425/GCA_001570425.1_ASM157042v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/570/425/GCF_001570425.1_ASM157042v1"
"Herbidospora sakaeratensis","Bacteria;Terrabacteria group;Actinobacteria","NBRC 102641","SAMD00029380","PRJDB3871","GCA_001570525.1","Scaffold",8.5957,71,,"BBXC01",35,7416,"2016-01-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/570/525/GCA_001570525.1_ASM157052v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/570/525/GCF_001570525.1_ASM157052v1"
"Herbidospora mongoliensis","Bacteria;Terrabacteria group;Actinobacteria","NBRC 105882","SAMD00029381","PRJDB3871","GCA_001570545.1","Scaffold",9.07175,69.4,,"BBXD01",47,7813,"2016-01-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/570/545/GCA_001570545.1_ASM157054v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/570/545/GCF_001570545.1_ASM157054v1"
"Serratia rubidaea","Bacteria;Proteobacteria;Gammaproteobacteria","1122","SAMN04481172","PRJNA311262","GCA_001572725.1","Complete",4.92283,59.2,"chromosome:NZ_CP014474.1/CP014474.1",,1,4467,"2016-02-25T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/572/725/GCA_001572725.1_ASM157272v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/572/725/GCF_001572725.1_ASM157272v1"
"Aliiarcobacter cryaerophilus","Bacteria;Proteobacteria;delta/epsilon subdivisions","L406","SAMN04386089","PRJNA307600","GCA_001572875.1","Scaffold",2.01974,27.4,,"LRUV01",64,2020,"2016-02-25T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/572/875/GCA_001572875.1_ASM157287v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/572/875/GCF_001572875.1_ASM157287v1"
"Fluoribacter dumoffii NY 23","Bacteria;Proteobacteria;Gammaproteobacteria","NY 23","SAMN02469353","PRJNA74015","GCA_000236165.1"," Chromosome",3.90967,39.635,"chromosome:NZ_CM001373.1/CM001373.1; plasmid pLDNY1:NZ_CM001374.1/CM001374.1; plasmid pLDNY2:NZ_CM001375.1/CM001375.1","AGVU01",3,3367,"2011-11-23T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/236/165/GCA_000236165.1_ASM23616v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/236/165/GCF_000236165.1_ASM23616v1"
"Kamptonema formosum PCC 6407","Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group","PCC 6407","SAMN02261340","PRJNA158733","GCA_000332155.1","Scaffold",6.89406,43.4,,"ALVI01",12,5489,"2013-01-17T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/332/155/GCA_000332155.1_ASM33215v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/332/155/GCF_000332155.1_ASM33215v1"
"Moraxella boevrei DSM 14165","Bacteria;Proteobacteria;Gammaproteobacteria","DSM 14165","SAMN02256417","PRJNA165407","GCA_000379845.1","Scaffold",2.42721,40.1,,"ARBT01",43,2240,"2013-04-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/379/845/GCA_000379845.1_ASM37984v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/379/845/GCF_000379845.1_ASM37984v1"
"Dasania marina DSM 21967","Bacteria;Proteobacteria;Gammaproteobacteria","DSM 21967","SAMN02440427","PRJNA169739","GCA_000373485.1","Scaffold",4.10499,47.4,,"ARDZ01",18,3611,"2013-04-19T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/373/485/GCA_000373485.1_ASM37348v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/373/485/GCF_000373485.1_ASM37348v1"
"Paenibacillus ginsengihumi DSM 21568","Bacteria;Terrabacteria group;Firmicutes","DSM 21568","SAMN02440998","PRJNA182430","GCA_000380965.1","Scaffold",5.67531,57.1,,"ARKW01",144,4893,"2013-04-23T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/380/965/GCA_000380965.1_ASM38096v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/380/965/GCF_000380965.1_ASM38096v1"
"Selenomonas bovis DSM 23594","Bacteria;Terrabacteria group;Firmicutes","DSM 23594","SAMN02440984","PRJNA182438","GCA_000381005.1","Scaffold",2.68876,59.1,,"ARLB01",75,2411,"2013-04-23T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/381/005/GCA_000381005.1_ASM38100v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/381/005/GCF_000381005.1_ASM38100v1"
"Streptomyces sulphureus DSM 40104","Bacteria;Terrabacteria group;Actinobacteria","DSM 40104","SAMN02440478","PRJNA182442","GCA_000381025.1","Scaffold",7.10495,71.7,,"ARLC01",26,5928,"2013-04-23T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/381/025/GCA_000381025.1_ASM38102v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/381/025/GCF_000381025.1_ASM38102v1"
"Thiomicrorhabdus arctica DSM 13458","Bacteria;Proteobacteria;Gammaproteobacteria","DSM 13458","SAMN02440985","PRJNA182451","GCA_000381085.1","Scaffold",2.55288,41.9,,"ARLF01",6,2235,"2013-04-23T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/381/085/GCA_000381085.1_ASM38108v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/381/085/GCF_000381085.1_ASM38108v1"
"Propionispira raffinosivorans DSM 20765","Bacteria;Terrabacteria group;Firmicutes","DSM 20765","SAMN02441335","PRJNA182445","GCA_000381065.1","Scaffold",4.13438,38.1,,"ARLE01",60,3772,"2013-04-23T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/381/065/GCA_000381065.1_ASM38106v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/381/065/GCF_000381065.1_ASM38106v1"
"Caldimonas manganoxidans ATCC BAA-369","Bacteria;Proteobacteria;Betaproteobacteria","ATCC BAA-369","SAMN02440480","PRJNA182454","GCA_000381125.1","Scaffold",3.53212,66,,"ARLH01",89,3222,"2013-04-23T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/381/125/GCA_000381125.1_ASM38112v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/381/125/GCF_000381125.1_ASM38112v1"
"Curvibacter lanceolatus ATCC 14669","Bacteria;Proteobacteria;Betaproteobacteria","ATCC 14669","SAMN02440482","PRJNA182463","GCA_000381265.1","Scaffold",6.83252,65.5,,"ARLO01",72,6061,"2013-04-23T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/381/265/GCA_000381265.1_ASM38126v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/381/265/GCF_000381265.1_ASM38126v1"
"Deinococcus apachensis DSM 19763","Bacteria;Terrabacteria group;Deinococcus-Thermus","DSM 19763","SAMN02441322","PRJNA183018","GCA_000381345.1","Scaffold",4.45264,68.7,,"ARLS01",52,4123,"2013-04-23T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/381/345/GCA_000381345.1_ASM38134v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/381/345/GCF_000381345.1_ASM38134v1"
"Sinomonas atrocyanea","Bacteria;Terrabacteria group;Actinobacteria","KCTC 3377","SAMN04508113","PRJNA312847","GCA_001577305.1","Complete",4.4922,71.4325,"chromosome:NZ_CP014518.1/CP014518.1; plasmid pSA01:NZ_CP014519.1/CP014519.1",,2,3941,"2016-02-29T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/577/305/GCA_001577305.1_ASM157730v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/577/305/GCF_001577305.1_ASM157730v1"
"Peptostreptococcus anaerobius VPI 4330 = DSM 2949","Bacteria;Terrabacteria group;Firmicutes","DSM 2949","SAMN02441325","PRJNA183057","GCA_000381525.1","Scaffold",2.10694,35.7,,"ARMA01",68,1896,"2013-04-23T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/381/525/GCA_000381525.1_ASM38152v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/381/525/GCF_000381525.1_ASM38152v1"
"Rhodonellum psychrophilum GCM71 = DSM 17998","Bacteria;FCB group;Bacteroidetes/Chlorobi group","DSM 17998","SAMN02441658","PRJNA183058","GCA_000381545.1","Scaffold",5.1937,41.8,,"ARMB01",51,4304,"2013-04-23T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/381/545/GCA_000381545.1_ASM38154v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/381/545/GCF_000381545.1_ASM38154v1"
"Psychromonas ossibalaenae ATCC BAA-1528","Bacteria;Proteobacteria;Gammaproteobacteria","JAMM 0738","SAMN02441329","PRJNA185226","GCA_000381745.1","Scaffold",5.20431,42,,"ARML01",107,4330,"2013-04-23T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/381/745/GCA_000381745.1_ASM38174v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/381/745/GCF_000381745.1_ASM38174v1"
